pair,Question A,Question B,pApB,pAB,Lift,Leverage
"('QN9', 'QN29')",students who rarely or never wore a seat belt (when riding in a car driven by someone else),students who attempted suicide (one or more times during the 12 months before the survey),0.00431703205041989,0.010048643113159242,2.3276739657705057,0.005731611062739352
"('QN9', 'QN30')",students who rarely or never wore a seat belt (when riding in a car driven by someone else),"students who attempted suicide that resulted in an injury, poisoning, or overdose that had to be treated by a doctor or nurse (during the 12 months before the survey)",0.0014318335728325323,0.00486431131592422,3.397260273972603,0.0034324777430916873
"('QN9', 'QN31')",students who rarely or never wore a seat belt (when riding in a car driven by someone else),students who ever tried cigarette smoking (even one or two puffs),0.016690370795098015,0.03040194572452637,1.8215260821799995,0.013711574929428354
"('QN9', 'QN32')",students who rarely or never wore a seat belt (when riding in a car driven by someone else),students who smoked a whole cigarette before age 13 years (for the first time),0.0039940620715854845,0.011200716845878136,2.804342207288705,0.0072066547742926515
"('QN9', 'QN33')",students who rarely or never wore a seat belt (when riding in a car driven by someone else),students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),0.005903173502028861,0.015168970814132104,2.569629845526086,0.009265797312103244
"('QN9', 'QN34')",students who rarely or never wore a seat belt (when riding in a car driven by someone else),students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),0.0004988091895331378,0.002944188428059396,5.902434217009954,0.0024453792385262583
"('QN9', 'QN35')",students who rarely or never wore a seat belt (when riding in a car driven by someone else),students who usually obtained their own cigarettes by buying them in a store or gas station (during the 30 days before the survey among students who currently smoked cigarettes and who were aged <18 years),0.0005598146299796367,0.002304147465437788,4.115911485774499,0.0017443328354581514
"('QN9', 'QN36')",students who rarely or never wore a seat belt (when riding in a car driven by someone else),students who tried to quit smoking cigarettes (among students who currently smoked cigarettes during the 12 months before the survey),0.002242847075238929,0.005248335893497184,2.340032876712329,0.003005488818258255
"('QN9', 'QN37')",students who rarely or never wore a seat belt (when riding in a car driven by someone else),"students who currently used smokeless tobacco (chewing tobacco, snuff, or dip on at least 1 day during the 30 days before the survey)",0.00401918195882816,0.00985663082437276,2.4523972602739725,0.005837448865544599
"('QN9', 'QN38')",students who rarely or never wore a seat belt (when riding in a car driven by someone else),"students who currently smoked cigars (cigars, cigarillos, or little cigars on at least 1 day during the 30 days before the survey)",0.005655563184922483,0.015168970814132104,2.682132675057367,0.00951340762920962
"('QN9', 'QN39')",students who rarely or never wore a seat belt (when riding in a car driven by someone else),"students who ever used electronic vapor products (e-cigarettes, e-cigars, e-pipes, vape pipes, vaping pens, e-hookahs, and hookah pens such as blu, NJOY, or Starbuzz)",0.025453622887471557,0.031554019457245265,1.2396671230945424,0.006100396569773708
"('QN9', 'QN40')",students who rarely or never wore a seat belt (when riding in a car driven by someone else),"students who currently used electronic vapor products (e-cigarettes, e-cigars, e-pipes, vape pipes, vaping pens, e-hookahs, and hookah pens such as blu, NJOY, or Starbuzz on at least 1 day during the 30 days before the survey)",0.013991777194170534,0.022593445980542755,1.6147659919824895,0.00860166878637222
"('QN9', 'QN41')",students who rarely or never wore a seat belt (when riding in a car driven by someone else),students who ever drank alcohol (at least one drink of alcohol on at least 1 day during their life),0.03463673595232983,0.03808243727598566,1.0994811210963444,0.0034457013236558337
"('QN9', 'QN42')",students who rarely or never wore a seat belt (when riding in a car driven by someone else),students who drank alcohol before age 13 years (for the first time other than a few sips),0.010152023001361487,0.019201228878648235,1.8913697177472075,0.009049205877286748
"('QN9', 'QN43')",students who rarely or never wore a seat belt (when riding in a car driven by someone else),students who currently drank alcohol (at least one drink of alcohol on at least 1 day during the 30 days before the survey),0.01671907923766107,0.023681515616999486,1.4164365920136899,0.006962436379338417
"('QN9', 'QN44')",students who rarely or never wore a seat belt (when riding in a car driven by someone else),students who drank five or more drinks of alcohol in a row (within a couple of hours on at least 1 day during the 30 days before the survey),0.009771636137400964,0.017409114183307733,1.7815966475331906,0.007637478045906769
"('QN9', 'QN45')",students who rarely or never wore a seat belt (when riding in a car driven by someone else),students who reported that the largest number of drinks they had in a row was 10 or more (within a couple of hours during the 30 days before the survey),0.0019342313176860522,0.006656426011264721,3.4413805372709487,0.004722194693578669
"('QN9', 'QN46')",students who rarely or never wore a seat belt (when riding in a car driven by someone else),students who usually obtained the alcohol they drank by someone giving it to them (among students who currently drank alcohol),0.006933088878978577,0.008704557091653867,1.2555092316855272,0.0017714682126752897
"('QN9', 'QN47')",students who rarely or never wore a seat belt (when riding in a car driven by someone else),students who ever used marijuana (one or more times during their life),0.021710759688312833,0.030977982590885817,1.426849315068493,0.009267222902572984
"('QN9', 'QN48')",students who rarely or never wore a seat belt (when riding in a car driven by someone else),students who tried marijuana before age 13 years (for the first time),0.004812252684632646,0.012416794674859191,2.5802457785541355,0.007604541990226545
